ID,CaseNumber,Date,Block,IUCR,PrimaryType,Description,LocationDescription,Arrest,Domestic,Beat,District,Ward,CommunityArea,FBICode,XCoordinate,YCoordinate,Year,UpdatedOn,Latitude,Longitude,Location
11363247,JB327111,6/28/2018 23:32,080XX S MERRILL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,414,4,8,46,08B,1191926,1852062,2018,07-05-2018 15:55,41.74904647,-87.57227815,"(41.749046469, -87.572278148)"
11367709,JB333133,6/28/2018 12:00,043XX N KIMBALL AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1723,17,33,16,6,1152935,1928827,2018,07-05-2018 15:55,41.96055619,-87.71312483,"(41.96055619, -87.71312483)"
11363178,JB327152,6/29/2018 1:09,036XX N SHEFFIELD AVE,560,ASSAULT,SIMPLE,SIDEWALK,TRUE,FALSE,1923,19,44,6,08A,1168957,1924348,2018,07-06-2018 15:55,41.94793232,-87.65435062,"(41.947932321, -87.654350616)"
11363201,JB327139,6/29/2018 0:30,022XX N LINCOLN AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,BAR OR TAVERN,TRUE,FALSE,1812,18,43,7,17,1171562,1915205,2018,07-06-2018 15:55,41.92278653,-87.64504512,"(41.922786529, -87.645045119)"
11363205,JB327174,6/29/2018 1:35,004XX S HAMLIN BLVD,2025,NARCOTICS,POSS: HALLUCINOGENS,STREET,TRUE,FALSE,1133,11,28,27,18,1151342,1897584,2018,07-06-2018 15:55,41.87485408,-87.71980327,"(41.874854078, -87.719803273)"
11363221,JB327144,6/29/2018 0:24,085XX S KINGSTON AVE,620,BURGLARY,UNLAWFUL ENTRY,STREET,TRUE,FALSE,423,4,7,46,5,1194647,1848910,2018,07-06-2018 15:55,41.74033065,-87.56241104,"(41.740330646, -87.562411038)"
11363246,JB327212,6/29/2018 1:00,066XX W BELDEN AVE,560,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,2512,25,36,18,08A,1131563,1914340,2018,07-06-2018 15:55,41.9211998,-87.79203651,"(41.9211998, -87.792036506)"
11363271,JB327200,6/29/2018 2:41,039XX W 63RD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,823,8,13,65,08B,1151185,1862535,2018,07-06-2018 15:55,41.77867799,-87.72129647,"(41.778677993, -87.721296466)"
11363285,JB327219,6/29/2018 3:21,002XX E 107TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,512,5,9,49,26,1179962,1834074,2018,07-06-2018 15:55,41.69996718,-87.6166671,"(41.699967175, -87.616667098)"
11363307,JB327242,6/29/2018 3:45,028XX N ASHLAND AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,1931,19,32,6,24,1165166,1919083,2018,07-06-2018 15:55,41.93356645,-87.66843552,"(41.933566453, -87.668435522)"
11363329,JB327180,6/29/2018 0:57,007XX S PULASKI RD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1132,11,24,26,15,1149837,1896290,2018,07-06-2018 15:55,41.87133258,-87.7253627,"(41.871332581, -87.725362697)"
11363359,JB327240,6/29/2018 4:32,080XX S ADA ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,TRUE,TRUE,612,6,21,71,04A,1168729,1851352,2018,07-06-2018 15:55,41.74762973,-87.65730089,"(41.747629731, -87.657300893)"
11363375,JB327320,6/29/2018 0:30,052XX S MASON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,811,8,23,56,08B,1137587,1869278,2018,07-06-2018 15:55,41.79743675,-87.77098696,"(41.797436747, -87.770986959)"
11363404,JB327310,6/29/2018 7:02,007XX E 42ND ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,TRUE,FALSE,214,2,4,38,24,1181937,1877314,2018,07-06-2018 15:55,41.8185769,-87.60810075,"(41.818576901, -87.60810075)"
11363406,JB327309,6/29/2018 7:30,061XX S ST LAWRENCE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,TRUE,FALSE,313,3,20,42,15,1181292,1864402,2018,07-06-2018 15:55,41.78316019,-87.61086492,"(41.783160188, -87.610864923)"
11363448,JB327393,6/29/2018 8:00,062XX S CHAMPLAIN AVE,143C,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,RESIDENCE,TRUE,FALSE,313,3,20,42,15,1181640,1863816,2018,07-06-2018 15:55,41.78154412,-87.60960714,"(41.781544119, -87.609607138)"
11363458,JB327411,6/29/2018 9:14,052XX W BLOOMINGDALE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2532,25,37,25,08B,1140958,1911462,2018,07-06-2018 15:55,41.91313433,-87.75758751,"(41.913134333, -87.757587507)"
11363463,JB327484,6/29/2018 10:30,024XX W ADAMS ST,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1125,11,2,28,18,1160233,1899000,2018,07-06-2018 15:55,41.87856068,-87.68712002,"(41.878560677, -87.687120021)"
11363467,JB327348,6/29/2018 8:00,062XX S UNIVERSITY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,314,3,20,42,08B,1184845,1863901,2018,07-06-2018 15:55,41.78170274,-87.59785433,"(41.781702742, -87.597854334)"
11363476,JB327429,6/29/2018 9:50,093XX S WESTERN AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,2221,22,19,72,6,1162011,1842650,2018,07-06-2018 15:55,41.72389228,-87.68215903,"(41.723892277, -87.682159034)"
11363480,JB327352,6/29/2018 8:28,052XX W BLOOMINGDALE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,2532,25,37,25,08B,1140958,1911462,2018,07-06-2018 15:55,41.91313433,-87.75758751,"(41.913134333, -87.757587507)"
11363482,JB327413,6/29/2018 9:35,009XX N MONTICELLO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,TRUE,TRUE,1112,11,27,23,14,1151879,1905958,2018,07-06-2018 15:55,41.89782266,-87.71761101,"(41.897822655, -87.717611013)"
11363547,JB327438,6/29/2018 10:10,003XX W 100TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,511,5,9,49,15,1175833,1838618,2018,07-06-2018 15:55,41.71252985,-87.63165016,"(41.71252985, -87.631650164)"
11363553,JB327446,6/29/2018 9:56,054XX S KEDZIE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,923,9,14,63,6,1155977,1868216,2018,07-06-2018 15:55,41.79417254,-87.70357593,"(41.794172544, -87.70357593)"
11363559,JB327573,6/29/2018 10:40,003XX E 63RD ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,311,3,20,40,6,1179662,1863316,2018,07-06-2018 15:55,41.78021753,-87.61687416,"(41.780217525, -87.616874156)"
11363564,JB327459,6/29/2018 10:00,068XX S CHAMPLAIN AVE,143C,WEAPONS VIOLATION,UNLAWFUL POSS AMMUNITION,RESIDENCE,TRUE,FALSE,321,3,6,42,15,1181741,1859897,2018,07-06-2018 15:55,41.77078767,-87.60935781,"(41.770787673, -87.60935781)"
11363568,JB327539,6/29/2018 10:34,007XX S CAMPBELL AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,1135,11,2,28,18,1159838,1896839,2018,07-06-2018 15:55,41.87263884,-87.68862998,"(41.872638842, -87.688629981)"
11363589,JB327631,6/29/2018 11:22,013XX S INDEPENDENCE BLVD,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1011,10,24,29,18,1151303,1893651,2018,07-06-2018 15:55,41.86406225,-87.72004963,"(41.864062245, -87.720049633)"
11363625,JB327321,6/29/2018 5:30,045XX N DOVER ST,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,TRUE,FALSE,1913,19,46,3,2,1165957,1930274,2018,07-06-2018 15:55,41.9642582,-87.66520806,"(41.964258201, -87.665208056)"
11363631,JB327674,6/29/2018 12:00,007XX S PULASKI RD,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,TRUE,FALSE,1132,11,24,26,26,1149836,1896313,2018,07-06-2018 15:55,41.87139572,-87.72536577,"(41.871395715, -87.72536577)"
11363635,JB327691,6/29/2018 12:20,040XX W CONGRESS PKWY,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1132,11,24,26,18,1149497,1897385,2018,07-06-2018 15:55,41.87434399,-87.72658256,"(41.874343989, -87.726582558)"
11363653,JB327725,6/29/2018 13:00,015XX N DAMEN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,TRUE,FALSE,1424,14,1,24,18,1162794,1909926,2018,07-06-2018 15:55,41.90848919,-87.67740987,"(41.908489189, -87.677409873)"
11363656,JB327671,6/29/2018 11:46,006XX N TRUMBULL AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,1121,11,27,23,15,1153263,1904136,2018,07-06-2018 15:55,41.89279554,-87.71257611,"(41.892795542, -87.712576112)"
11363674,JB327680,6/29/2018 11:50,087XX S SANGAMON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,2222,22,21,71,08B,1171503,1846815,2018,07-06-2018 15:55,41.73511933,-87.64726867,"(41.735119333, -87.64726867)"
11363692,JB327721,6/29/2018 12:50,016XX W 59TH ST,460,BATTERY,SIMPLE,SMALL RETAIL STORE,TRUE,FALSE,714,7,15,67,08B,1166473,1865585,2018,07-06-2018 15:55,41.78673532,-87.66516242,"(41.786735319, -87.665162422)"
11363697,JB327773,6/29/2018 13:31,028XX W FLOURNOY ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1135,11,2,27,18,1157452,1896904,2018,07-06-2018 15:55,41.87286605,-87.69738832,"(41.872866052, -87.697388322)"
11363701,JB327771,6/29/2018 13:02,050XX S BISHOP ST,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,933,9,16,61,18,1167521,1871254,2018,07-06-2018 15:55,41.80226931,-87.66115737,"(41.802269309, -87.661157371)"
11363709,JB327784,6/29/2018 12:50,047XX W MONROE ST,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,TRUE,FALSE,1113,11,28,25,18,1144708,1899144,2018,07-06-2018 15:55,41.87926245,-87.74412147,"(41.87926245, -87.74412147)"
11363714,JB327860,6/29/2018 14:29,008XX W ADDISON ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1923,19,44,6,24,1169826,1924123,2018,07-06-2018 15:55,41.94729598,-87.65116297,"(41.947295978, -87.651162974)"
11363715,JB327636,6/29/2018 10:21,032XX W WARREN BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1123,11,28,27,18,1154641,1900160,2018,07-06-2018 15:55,41.88185754,-87.70762171,"(41.881857538, -87.707621709)"
11363733,JB327791,6/29/2018 12:32,021XX W 50TH ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,ABANDONED BUILDING,TRUE,FALSE,931,9,16,61,18,1163027,1871495,2018,07-06-2018 15:55,41.8030259,-87.67763205,"(41.8030259, -87.677632045)"
11363736,JB327487,6/29/2018 10:13,011XX S ALBANY AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1134,11,28,29,15,1155865,1894984,2018,07-06-2018 15:55,41.86762949,-87.7032667,"(41.867629489, -87.703266703)"
11363752,JB327558,6/29/2018 11:05,111XX S MICHIGAN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,531,5,9,49,15,1178795,1830961,2018,07-06-2018 15:55,41.69145123,-87.62103441,"(41.69145123, -87.621034412)"
11363770,JB327876,6/29/2018 14:41,018XX S BLUE ISLAND AVE,560,ASSAULT,SIMPLE,RESTAURANT,TRUE,FALSE,1233,12,25,31,08A,1167161,1891192,2018,07-06-2018 15:55,41.85698892,-87.66190615,"(41.85698892, -87.661906149)"
11363772,JB327903,6/29/2018 14:00,082XX S INGLESIDE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,TRUE,FALSE,631,6,8,44,15,1183996,1850637,2018,07-06-2018 15:55,41.74532492,-87.60138073,"(41.745324922, -87.601380733)"
11363778,JB327914,6/29/2018 14:34,106XX S BENSLEY AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,434,4,10,51,18,1194549,1835055,2018,07-06-2018 15:55,41.70231364,-87.56322419,"(41.702313641, -87.563224189)"
11363779,JB327692,6/29/2018 12:01,067XX S MARSHFIELD AVE,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,SIDEWALK,TRUE,FALSE,725,7,15,67,24,1166502,1860040,2018,07-06-2018 15:55,41.77151852,-87.66521405,"(41.771518515, -87.665214054)"
11363782,JB327926,6/29/2018 15:00,079XX S PHILLIPS AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,TRUE,FALSE,422,4,7,46,04A,1193901,1852954,2018,07-06-2018 15:55,41.75144602,-87.56501195,"(41.751446024, -87.565011945)"
11363791,JB327747,6/29/2018 12:20,002XX N GARLAND CT,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,111,1,42,32,18,1177044,1902001,2018,07-06-2018 15:55,41.88643166,-87.62530311,"(41.886431663, -87.625303112)"
11363793,JB328005,6/29/2018 15:58,053XX W WASHINGTON BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1522,15,28,25,18,1140952,1900238,2018,07-06-2018 15:55,41.88233446,-87.75788612,"(41.882334457, -87.757886124)"
11363801,JB327885,6/29/2018 14:45,042XX S ROCKWELL ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,921,9,12,58,15,1159737,1876489,2018,07-06-2018 15:55,41.8167983,-87.68956085,"(41.816798304, -87.689560854)"
11363819,JB328010,6/29/2018 15:59,087XX S COMMERCIAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,FALSE,423,4,10,46,14,1197659,1847662,2018,07-06-2018 15:55,41.73683147,-87.5514172,"(41.736831465, -87.551417201)"
11363830,JB328102,6/29/2018 16:20,021XX S PULASKI RD,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ALLEY,TRUE,FALSE,1012,10,24,29,18,1150038,1889685,2018,07-06-2018 15:55,41.85320377,-87.72479663,"(41.853203765, -87.724796627)"
11363831,JB328037,6/29/2018 15:58,076XX N PAULINA ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,TRUE,FALSE,2422,24,49,1,18,1163657,1950629,2018,07-06-2018 15:55,42.02016183,-87.67308747,"(42.020161826, -87.673087465)"
11363835,JB327916,6/29/2018 13:30,067XX S PERRY AVE,460,BATTERY,SIMPLE,RESIDENCE,TRUE,FALSE,722,7,6,69,08B,1176560,1860218,2018,07-06-2018 15:55,41.77178664,-87.62833961,"(41.77178664, -87.628339611)"
11363840,JB327895,6/29/2018 14:02,009XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1833,18,42,8,6,1177324,1906733,2018,07-06-2018 15:55,41.89941016,-87.62413127,"(41.899410159, -87.624131266)"
11363853,JB327969,6/29/2018 15:42,066XX S CHAMPLAIN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,321,3,20,42,08B,1181708,1861113,2018,07-06-2018 15:55,41.77412526,-87.60944126,"(41.774125258, -87.609441256)"
11363858,JB328143,6/29/2018 16:58,009XX N LAMON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1531,15,37,25,18,1143516,1905973,2018,07-06-2018 15:55,41.89802441,-87.7483274,"(41.898024408, -87.748327398)"
11363867,JB327950,6/29/2018 14:00,007XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1834,18,42,8,6,1177303,1905177,2018,07-06-2018 15:55,41.8951409,-87.62425563,"(41.895140898, -87.624255632)"
11363875,JB328067,6/29/2018 15:55,060XX N KENMORE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2433,24,48,77,08B,1168151,1940174,2018,07-06-2018 15:55,41.99137684,-87.65685394,"(41.991376844, -87.656853941)"
11363876,JB328017,6/29/2018 15:40,079XX S ELLIS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,624,6,8,44,08B,1184271,1852515,2018,07-06-2018 15:55,41.75047193,-87.60031448,"(41.750471926, -87.600314475)"
11363877,JB328168,6/29/2018 17:20,085XX S JEFFERY BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,FALSE,412,4,8,45,14,1191003,1848777,2018,07-06-2018 15:55,41.74005449,-87.57576629,"(41.740054485, -87.575766289)"
11363879,JB328152,6/29/2018 15:56,044XX S ARTESIAN AVE,2027,NARCOTICS,POSS: CRACK,VEHICLE NON-COMMERCIAL,TRUE,FALSE,922,9,12,58,18,1160761,1875262,2018,07-06-2018 15:55,41.81341015,-87.68583846,"(41.813410154, -87.685838464)"
11363886,JB328107,6/29/2018 16:09,005XX N AVERS AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,TRUE,FALSE,1122,11,27,23,18,1150629,1903229,2018,07-06-2018 15:55,41.89035852,-87.72227355,"(41.890358524, -87.722273552)"
11363887,JB328165,6/29/2018 17:25,004XX N PAULINA ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,1215,12,26,24,26,1164982,1903321,2018,07-06-2018 15:55,41.8903184,-87.66955999,"(41.8903184, -87.669559987)"
11363890,JB328055,6/29/2018 16:15,040XX N BROADWAY,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,OTHER,TRUE,TRUE,1915,19,46,3,04A,1169915,1926892,2018,07-06-2018 15:55,41.95489227,-87.65075477,"(41.954892271, -87.650754774)"
11363904,JB328172,6/29/2018 16:44,050XX W SUPERIOR ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,TRUE,FALSE,1531,15,28,25,24,1142653,1904503,2018,07-06-2018 15:55,41.89400666,-87.75153377,"(41.894006661, -87.75153377)"
11363911,JB328238,6/29/2018 17:39,110XX S EBERHART AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,513,5,9,49,26,1181500,1831755,2018,07-06-2018 15:55,41.69356827,-87.61110682,"(41.693568267, -87.611106817)"
11363916,JB328278,6/29/2018 18:31,0000X S PULASKI RD,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,1115,11,28,26,24,1149731,1899621,2018,07-06-2018 15:55,41.88047528,-87.72566528,"(41.880475282, -87.725665283)"
11363919,JB328013,6/29/2018 15:20,0000X N STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,112,1,42,32,6,1176365,1900502,2018,07-06-2018 15:55,41.88233367,-87.62784179,"(41.88233367, -87.627841791)"
11363926,JB328274,6/29/2018 18:03,078XX S ESSEX AVE,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,TRUE,FALSE,421,4,7,43,04A,1194218,1853568,2018,07-06-2018 15:55,41.75312311,-87.56383019,"(41.753123114, -87.563830192)"
11363932,JB328190,6/29/2018 17:07,012XX S FARRAR DR,2024,NARCOTICS,POSS: HEROIN(WHITE),PARK PROPERTY,TRUE,FALSE,1022,10,24,29,18,1156852,1894375,2018,07-06-2018 15:55,41.86593839,-87.69965975,"(41.865938393, -87.699659752)"
11363936,JB328080,6/29/2018 16:40,024XX S RIDGEWAY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,1013,10,22,30,08B,1151761,1887493,2018,07-06-2018 15:55,41.84715497,-87.71853018,"(41.847154968, -87.718530183)"
11363938,JB328007,6/29/2018 16:03,013XX S CALIFORNIA BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,1022,10,24,29,08B,1157898,1893702,2018,07-06-2018 15:55,41.86407036,-87.69583815,"(41.864070361, -87.695838148)"
11363939,JB327932,6/29/2018 14:45,093XX S WESTERN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,2221,22,19,72,6,1162011,1842650,2018,07-06-2018 15:55,41.72389228,-87.68215903,"(41.723892277, -87.682159034)"
11363943,JB328160,6/29/2018 17:00,095XX S LA SALLE ST,454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,TRUE,FALSE,511,5,21,49,08B,1176957,1841794,2018,07-06-2018 15:55,41.72122002,-87.62743839,"(41.721220015, -87.627438388)"
11363945,JB327965,6/29/2018 15:23,013XX W WAVELAND AVE,485,BATTERY,AGGRAVATED OF A CHILD,SIDEWALK,TRUE,FALSE,1923,19,44,6,04B,1166888,1924693,2018,07-06-2018 15:55,41.94892374,-87.66194582,"(41.94892374, -87.661945817)"
11363950,JB328262,6/29/2018 17:22,060XX N WESTERN AVE,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,CONVENIENCE STORE,TRUE,FALSE,2413,24,40,2,22,1159227,1939947,2018,07-06-2018 15:55,41.99094269,-87.68968508,"(41.99094269, -87.689685077)"
11363952,JB328052,6/29/2018 15:39,0000X S STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,112,1,42,32,6,1176389,1900254,2018,07-06-2018 15:55,41.8816526,-87.62776115,"(41.881652603, -87.62776115)"
11363974,JB328071,6/29/2018 15:00,102XX S STATE ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,TRUE,FALSE,511,5,9,49,24,1178063,1836904,2018,07-06-2018 15:55,41.70777624,-87.62353501,"(41.707776242, -87.623535011)"
11363976,JB328306,6/29/2018 18:30,006XX N ST LOUIS AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,TRUE,FALSE,1121,11,27,23,18,1152932,1904136,2018,07-06-2018 15:55,41.89280211,-87.71379175,"(41.892802107, -87.713791753)"
11363986,JB328275,6/29/2018 18:08,029XX S STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,TRUE,FALSE,133,1,3,35,26,1176763,1885284,2018,07-06-2018 15:55,41.84056549,-87.62684019,"(41.840565492, -87.626840187)"
11363999,JB328035,6/29/2018 16:00,004XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DRUG STORE,TRUE,FALSE,1834,18,42,8,6,1177361,1903270,2018,07-06-2018 15:55,41.88990668,-87.62410051,"(41.889906681, -87.624100509)"
11364011,JB327698,6/29/2018 12:30,0000X E GRAND AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1834,18,42,8,6,1176796,1903917,2018,07-06-2018 15:55,41.89169488,-87.62615583,"(41.891694878, -87.626155832)"
11364048,JB328088,6/29/2018 15:44,016XX N LAKE SHORE DR,2024,NARCOTICS,POSS: HEROIN(WHITE),PARK PROPERTY,TRUE,FALSE,1814,18,43,7,18,1176670,1911085,2018,07-06-2018 15:55,41.91136705,-87.62640164,"(41.911367051, -87.626401638)"
11364057,JB328418,6/29/2018 20:01,036XX W CHICAGO AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1112,11,27,23,18,1151774,1905091,2018,07-06-2018 15:55,41.89544559,-87.71801951,"(41.895445588, -87.718019508)"
11364079,JB328343,6/29/2018 19:15,015XX E 55TH ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,234,2,4,41,6,1187488,1868839,2018,07-06-2018 15:55,41.79519055,-87.58800765,"(41.795190552, -87.588007653)"
11364081,JB328315,6/29/2018 16:54,011XX S CLARK ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,123,1,2,32,6,1175696,1895352,2018,07-06-2018 15:55,41.86821682,-87.6304532,"(41.86821682, -87.6304532)"
11364083,JB328298,6/29/2018 18:15,045XX W FIFTH AVE,1512,PROSTITUTION,SOLICIT FOR PROSTITUTE,STREET,TRUE,FALSE,1131,11,24,26,16,1146233,1895534,2018,07-06-2018 15:55,41.86932731,-87.73861371,"(41.869327309, -87.738613708)"
11364097,JB328269,6/29/2018 17:50,012XX W WILSON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1913,19,46,3,15,1167198,1930682,2018,07-06-2018 15:55,41.96535112,-87.6606335,"(41.965351123, -87.660633502)"
11364098,JB328396,6/29/2018 19:17,075XX S DANTE AVE,5110,OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,STREET,TRUE,FALSE,411,4,5,43,26,1187181,1855284,2018,07-06-2018 15:55,41.7580018,-87.58956331,"(41.758001798, -87.58956331)"
11364107,JB328463,6/29/2018 19:54,026XX N ELSTON AVE,860,THEFT,RETAIL THEFT,RESIDENCE,TRUE,FALSE,1432,14,1,22,6,1160867,1917657,2018,07-06-2018 15:55,41.92974382,-87.68427378,"(41.929743818, -87.684273777)"
11364111,JB328445,6/29/2018 20:12,065XX S ASHLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,725,7,17,67,18,1166795,1861408,2018,07-06-2018 15:55,41.77526623,-87.66410099,"(41.775266233, -87.664100992)"
11364124,JB328451,6/29/2018 20:05,056XX S WOOD ST,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,715,7,15,67,08B,1165312,1867263,2018,07-06-2018 15:55,41.79136464,-87.66937176,"(41.79136464, -87.669371759)"
11364138,JB328430,6/29/2018 20:00,033XX W MADISON ST,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,1123,11,28,27,24,1154128,1899819,2018,07-06-2018 15:55,41.88093205,-87.70951455,"(41.880932047, -87.709514547)"
11364149,JB328383,6/29/2018 19:43,075XX S GREEN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,621,6,17,71,15,1171944,1854800,2018,07-06-2018 15:55,41.75702157,-87.64541916,"(41.757021568, -87.645419158)"
11364152,JB328428,6/29/2018 19:50,120XX S HARVARD AVE,1790,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,RESIDENCE,TRUE,TRUE,523,5,34,53,20,1176122,1825086,2018,07-06-2018 15:55,41.67538957,-87.63099585,"(41.675389567, -87.630995854)"
