ID,CaseNumber,Date,Block,IUCR,PrimaryType,Description,LocationDescription,Arrest,Domestic,Beat,District,Ward,CommunityArea,FBICode,XCoordinate,YCoordinate,Year,UpdatedOn,Latitude,Longitude,Location
11359733,JB322861,6/26/2018 0:00,065XX S CHAMPLAIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,FALSE,321,3,20,42,14,1181694,1861715,2018,07-03-2018 15:55,41.77577753,-87.609474,"(41.775777528, -87.609474002)"
11359767,JB322876,6/26/2018 0:13,077XX S KINGSTON AVE,460,BATTERY,SIMPLE,RESIDENCE,TRUE,FALSE,421,4,7,43,08B,1194533,1854177,2018,07-03-2018 15:55,41.75478652,-87.56265587,"(41.754786521, -87.562655871)"
11359775,JB322872,6/26/2018 0:10,098XX S HALSTED ST,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,CTA BUS,TRUE,FALSE,2223,22,21,73,04A,1172709,1839753,2018,07-03-2018 15:55,41.71571375,-87.64305785,"(41.715713748, -87.643057853)"
11359829,JB322939,6/26/2018 2:38,011XX W 64TH ST,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,TRUE,TRUE,724,7,16,68,04A,1169609,1862354,2018,07-03-2018 15:55,41.77780162,-87.65375781,"(41.777801618, -87.653757812)"
11359860,JB322935,6/26/2018 1:40,048XX S WINCHESTER AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,ALLEY,TRUE,FALSE,931,9,20,61,26,1164167,1872664,2018,07-03-2018 15:55,41.80620984,-87.67341821,"(41.806209835, -87.67341821)"
11359861,JB322929,6/26/2018 1:54,094XX S WABASH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,634,6,6,49,15,1178375,1842344,2018,07-03-2018 15:55,41.72269726,-87.62222793,"(41.722697263, -87.62222793)"
11359864,JB322941,6/26/2018 1:00,090XX S LAFLIN ST,4310,OTHER OFFENSE,POSSESSION OF BURGLARY TOOLS,ALLEY,TRUE,FALSE,2222,22,21,73,26,1167921,1844788,2018,07-03-2018 15:55,41.72963455,-87.66044971,"(41.729634552, -87.660449713)"
11359898,JB322954,6/26/2018 3:27,032XX W MAYPOLE AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,TRUE,TRUE,1123,11,28,27,04B,1154669,1900797,2018,07-03-2018 15:55,41.88360497,-87.70750184,"(41.88360497, -87.707501835)"
11359913,JB322982,6/26/2018 5:46,015XX N CLYBOURN AVE,460,BATTERY,SIMPLE,CTA PLATFORM,TRUE,FALSE,1822,18,43,8,08B,1170470,1910783,2018,07-03-2018 15:55,41.91067631,-87.64918707,"(41.910676312, -87.649187069)"
11359933,JB323001,6/26/2018 6:40,051XX S INGLESIDE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,233,2,4,41,26,1183413,1871209,2018,07-03-2018 15:55,41.80179001,-87.60287669,"(41.801790005, -87.602876685)"
11359937,JB323000,6/26/2018 6:40,034XX N KEDZIE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENTIAL YARD (FRONT/BACK),TRUE,TRUE,1733,17,33,21,26,1154441,1922763,2018,07-03-2018 15:55,41.94388612,-87.70775073,"(41.943886121, -87.707750734)"
11359961,JB323042,6/26/2018 8:00,006XX E 75TH ST,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,CTA BUS,TRUE,FALSE,323,3,6,69,08A,1181616,1855414,2018,07-03-2018 15:55,41.75848875,-87.60995421,"(41.75848875, -87.609954205)"
11359978,JB323120,6/26/2018 8:48,009XX W 79TH ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,TRUE,FALSE,621,6,17,71,24,1171258,1852448,2018,07-03-2018 15:55,41.7505824,-87.64800189,"(41.750582401, -87.648001894)"
11359980,JB323025,6/26/2018 7:33,070XX N RIDGE BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2424,24,49,1,08B,1161227,1946773,2018,07-03-2018 15:55,42.00963196,-87.68213763,"(42.00963196, -87.682137633)"
11360030,JB323145,6/26/2018 8:40,073XX S ST LAWRENCE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,323,3,6,69,26,1181505,1856525,2018,07-03-2018 15:55,41.76154001,-87.61032679,"(41.761540011, -87.610326786)"
11360036,JB323186,6/26/2018 10:06,019XX S ST LOUIS AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,1024,10,24,29,18,1153404,1890304,2018,07-03-2018 15:55,41.85483625,-87.71242575,"(41.854836249, -87.712425748)"
11360045,JB323228,6/26/2018 10:30,025XX W ADAMS ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1125,11,2,28,18,1159636,1898945,2018,07-03-2018 15:55,41.87842207,-87.6893136,"(41.878422066, -87.689313599)"
11360052,JB323227,6/26/2018 10:30,049XX N MILWAUKEE AVE,560,ASSAULT,SIMPLE,CTA STATION,TRUE,FALSE,1623,16,45,11,08A,1139431,1932207,2018,07-03-2018 15:55,41.97008868,-87.76269009,"(41.97008868, -87.762690091)"
11360058,JB323094,6/26/2018 7:11,008XX N LEAMINGTON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,TRUE,FALSE,1531,15,37,25,15,1141869,1905114,2018,07-03-2018 15:55,41.89569787,-87.75439805,"(41.895697869, -87.754398046)"
11360094,JB323030,6/26/2018 6:00,003XX W 118TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,522,5,34,53,08B,1175970,1826672,2018,07-03-2018 15:55,41.6797452,-87.63150492,"(41.679745198, -87.631504918)"
11360100,JB323272,6/26/2018 10:50,012XX S WABASH AVE,560,ASSAULT,SIMPLE,GAS STATION,TRUE,FALSE,131,1,2,33,08A,1176963,1894862,2018,07-03-2018 15:55,41.86684367,-87.62581667,"(41.866843668, -87.625816668)"
11360115,JB323260,6/26/2018 10:47,062XX N LINCOLN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1711,17,50,13,6,1152477,1941288,2018,07-03-2018 15:55,41.99475899,-87.7144777,"(41.994758989, -87.7144777)"
11360131,JB323269,6/26/2018 10:40,002XX S COLUMBUS DR,560,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,114,1,42,32,08A,1178308,1899397,2018,07-03-2018 15:55,41.87925744,-87.62074086,"(41.87925744, -87.620740857)"
11360143,JB323271,6/26/2018 10:45,007XX N LAWNDALE AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,TRUE,FALSE,1112,11,27,23,18,1151587,1904653,2018,07-03-2018 15:55,41.89424735,-87.71871784,"(41.89424735, -87.718717842)"
11360148,JB323300,6/26/2018 11:28,012XX S WABASH AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,131,1,2,33,6,1176963,1894862,2018,07-03-2018 15:55,41.86684367,-87.62581667,"(41.866843668, -87.625816668)"
11360153,JB323234,6/26/2018 10:25,075XX S STONY ISLAND AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,411,4,5,43,6,1188123,1855151,2018,07-03-2018 15:55,41.75761443,-87.58611527,"(41.757614433, -87.586115266)"
11360183,JB323354,6/26/2018 11:45,034XX W ROOSEVELT RD,1330,CRIMINAL TRESPASS,TO LAND,OTHER,TRUE,FALSE,1021,10,24,29,26,1153720,1894499,2018,07-03-2018 15:55,41.86634153,-87.7111543,"(41.866341527, -87.711154301)"
11360214,JB323399,6/26/2018 12:30,029XX W ADDISON ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1733,17,33,21,6,1155975,1923781,2018,07-03-2018 15:55,41.94664872,-87.70208488,"(41.946648722, -87.702084879)"
11360219,JB323365,6/26/2018 11:42,054XX W WALTON ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,TRUE,FALSE,1524,15,37,25,18,1139916,1905802,2018,07-03-2018 15:55,41.89762176,-87.76155424,"(41.897621763, -87.761554236)"
11360227,JB323414,6/26/2018 12:48,045XX S WESTERN BLVD,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,924,9,12,61,08A,1161289,1874276,2018,07-03-2018 15:55,41.81069352,-87.68392905,"(41.810693516, -87.683929054)"
11360243,JB323485,6/26/2018 13:21,028XX W WILCOX ST,1661,GAMBLING,GAME/DICE,SIDEWALK,TRUE,FALSE,1124,11,2,27,19,1157410,1899227,2018,07-03-2018 15:55,41.87924145,-87.69747934,"(41.879241446, -87.69747934)"
11360248,JB323434,6/26/2018 12:55,011XX W 57TH ST,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,SIDEWALK,TRUE,FALSE,712,7,16,68,26,1169471,1866992,2018,07-03-2018 15:55,41.79053183,-87.65412941,"(41.790531831, -87.654129412)"
11360254,JB323360,6/26/2018 12:08,055XX S LAFAYETTE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,225,2,3,40,18,1176926,1868135,2018,07-03-2018 15:55,41.79350347,-87.62675951,"(41.793503467, -87.626759506)"
11360258,JB323379,6/26/2018 11:53,0000X N LECLAIRE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1533,15,28,25,18,1142386,1899689,2018,07-03-2018 15:55,41.88080143,-87.75263403,"(41.880801426, -87.752634034)"
11360272,JB323335,6/26/2018 11:05,001XX N STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,6,1176352,1900927,2018,07-03-2018 15:55,41.88350019,-87.6278767,"(41.883500187, -87.627876698)"
11360273,JB323418,6/26/2018 12:26,042XX W ADAMS ST,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,1115,11,28,26,18,1148144,1898673,2018,07-03-2018 15:55,41.87790455,-87.73151705,"(41.877904548, -87.731517054)"
11360284,JB323305,6/26/2018 11:20,006XX N MONTICELLO AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1122,11,27,23,15,1151937,1904038,2018,07-03-2018 15:55,41.89255284,-87.71744861,"(41.892552841, -87.717448605)"
11360290,JB323416,6/26/2018 12:26,024XX E 76TH ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,VEHICLE-COMMERCIAL,TRUE,FALSE,421,4,7,43,26,1193958,1855049,2018,07-03-2018 15:55,41.75719347,-87.56473449,"(41.757193472, -87.564734487)"
11360293,JB323396,6/26/2018 11:50,035XX W FRANKLIN BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,1123,11,27,23,15,1152656,1903105,2018,07-03-2018 15:55,41.8899784,-87.71483269,"(41.889978403, -87.714832692)"
11360294,JB323308,6/26/2018 11:13,003XX S WACKER DR,1330,CRIMINAL TRESPASS,TO LAND,OTHER,TRUE,FALSE,122,1,2,32,26,1173975,1898794,2018,07-03-2018 15:55,41.87770039,-87.63666871,"(41.87770039, -87.636668714)"
11360295,JB323525,6/26/2018 13:30,080XX S STEWART AVE,460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,623,6,17,44,08B,1175021,1851667,2018,07-03-2018 15:55,41.74835616,-87.6342358,"(41.748356162, -87.634235796)"
11360305,JB323530,6/26/2018 13:46,023XX N NEWLAND AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,TRUE,FALSE,2512,25,36,18,18,1129706,1914581,2018,07-03-2018 15:55,41.9218931,-87.79885418,"(41.921893097, -87.798854184)"
11360312,JB323554,6/26/2018 10:45,078XX S DR MARTIN LUTHER KING JR DR,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,TRUE,FALSE,623,6,6,69,18,1180265,1853058,2018,07-03-2018 15:55,41.7520547,-87.61497757,"(41.752054696, -87.614977565)"
11360340,JB323339,6/26/2018 11:25,076XX S MAY ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,612,6,17,71,15,1169978,1854055,2018,07-03-2018 15:55,41.7550201,-87.65264582,"(41.755020104, -87.652645822)"
11360343,JB323313,6/26/2018 11:17,010XX S CANAL ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,124,1,2,28,6,1173291,1895810,2018,07-03-2018 15:55,41.8695273,-87.63926876,"(41.869527301, -87.639268759)"
11360345,JB323567,6/26/2018 14:25,002XX S CICERO AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,SIDEWALK,TRUE,FALSE,1113,11,28,25,18,1144420,1898665,2018,07-03-2018 15:55,41.87795344,-87.74519102,"(41.877953437, -87.745191023)"
11360349,JB323395,6/26/2018 12:00,103XX S MICHIGAN AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,512,5,9,49,6,1178964,1836624,2018,07-03-2018 15:55,41.70698746,-87.62024403,"(41.706987456, -87.620244029)"
11360383,JB323562,6/26/2018 13:20,0000X S SPRINGFIELD AVE,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,TRUE,FALSE,1122,11,28,26,24,1150396,1899637,2018,07-03-2018 15:55,41.88050624,-87.72322303,"(41.880506241, -87.723223031)"
11360394,JB323616,6/26/2018 14:52,004XX N HAMLIN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1122,11,27,23,18,1150976,1902762,2018,07-03-2018 15:55,41.88907024,-87.72101144,"(41.88907024, -87.721011435)"
11360402,JB323699,6/26/2018 15:57,015XX N KOSTNER AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,FALSE,2534,25,37,23,26,1146765,1909737,2018,07-03-2018 15:55,41.90829181,-87.73629778,"(41.908291808, -87.736297776)"
11360414,JB323620,6/26/2018 15:15,0000X N CENTRAL AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,TRUE,TRUE,1513,15,29,25,04A,1139046,1899866,2018,07-03-2018 15:55,41.8813485,-87.76489413,"(41.881348498, -87.764894125)"
11360431,JB323678,6/26/2018 15:12,002XX W 87TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,634,6,21,44,18,1176454,1847227,2018,07-03-2018 15:55,41.73614018,-87.62911796,"(41.73614018, -87.62911796)"
11360433,JB323575,6/26/2018 14:29,040XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,TRUE,TRUE,213,2,3,38,08B,1177825,1878282,2018,07-03-2018 15:55,41.82132742,-87.62315551,"(41.82132742, -87.623155514)"
11360446,JB323621,6/26/2018 14:25,007XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1834,18,42,8,6,1177303,1905177,2018,07-03-2018 15:55,41.8951409,-87.62425563,"(41.895140898, -87.624255632)"
11360459,JB323754,6/26/2018 15:31,133XX S EDBROOKE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),OTHER,TRUE,FALSE,533,5,9,54,18,1179752,1816728,2018,07-03-2018 15:55,41.65237196,-87.61796334,"(41.652371958, -87.617963338)"
11360464,JB323681,6/26/2018 16:04,016XX S CENTRAL PARK AVE,560,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,1021,10,24,29,08A,1152641,1891598,2018,07-03-2018 15:55,41.85840224,-87.71519211,"(41.858402243, -87.715192114)"
11360465,JB323629,6/26/2018 14:25,076XX S CICERO AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,RESTAURANT,TRUE,FALSE,833,8,13,65,11,1145727,1853720,2018,07-03-2018 15:55,41.75459296,-87.74152854,"(41.754592961, -87.741528537)"
11360468,JB323768,6/26/2018 14:54,0000X W TERMINAL ST,820,THEFT,$500 AND UNDER,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,TRUE,FALSE,1651,16,41,76,6,1100317,1935229,2018,07-03-2018 15:55,41.9790063,-87.90646316,"(41.979006297, -87.906463155)"
11360475,JB323658,6/26/2018 15:14,031XX E 80TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,TRUE,FALSE,422,4,7,46,15,1198460,1852525,2018,07-03-2018 15:55,41.75015589,-87.54832013,"(41.750155886, -87.548320125)"
11360482,JB323683,6/26/2018 15:44,024XX S WHIPPLE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,1033,10,12,30,15,1156414,1887651,2018,07-03-2018 15:55,41.84749586,-87.70144935,"(41.84749586, -87.701449345)"
11360500,JB323636,6/26/2018 15:08,005XX N HALSTED ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,1214,12,27,24,6,1170951,1903806,2018,07-03-2018 15:55,41.89152047,-87.64762493,"(41.891520472, -87.647624933)"
11360502,JB323814,6/26/2018 16:15,012XX N KOSTNER AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER RAILROAD PROP / TRAIN DEPOT,TRUE,FALSE,2533,25,37,23,26,1146819,1907714,2018,07-03-2018 15:55,41.90273945,-87.73615114,"(41.902739453, -87.736151141)"
11360536,JB323765,6/26/2018 15:03,067XX S EAST END AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,SIDEWALK,TRUE,FALSE,332,3,5,43,08A,1188697,1860541,2018,07-03-2018 15:55,41.77239136,-87.58383954,"(41.772391355, -87.583839542)"
11360550,JB323938,6/26/2018 17:48,018XX S PULASKI RD,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,SIDEWALK,TRUE,FALSE,1012,10,24,29,24,1150009,1890679,2018,07-03-2018 15:55,41.85593199,-87.72487722,"(41.855931987, -87.724877216)"
11360587,JB323679,6/26/2018 15:21,007XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1833,18,42,8,6,1177294,1905494,2018,07-03-2018 15:55,41.89601097,-87.62427907,"(41.896010965, -87.624279065)"
11360591,JB323820,6/26/2018 17:17,002XX W 87TH ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,622,6,21,44,6,1176467,1847230,2018,07-03-2018 15:55,41.73614812,-87.62907024,"(41.736148121, -87.629070243)"
11360619,JB323994,6/26/2018 17:20,051XX S WOLCOTT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,TRUE,FALSE,932,9,16,61,14,1164556,1870514,2018,07-03-2018 15:55,41.80030177,-87.67205216,"(41.800301773, -87.672052162)"
11360622,JB332995,6/26/2018 18:47,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA STATION,TRUE,FALSE,1114,11,28,26,11,1149512,1901446,2018,07-03-2018 15:55,41.88548754,-87.72642205,"(41.885487535, -87.726422045)"
11360687,JB324043,6/26/2018 18:52,008XX S CALIFORNIA AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1135,11,2,27,18,1157831,1896140,2018,07-03-2018 15:55,41.87076185,-87.69601766,"(41.870761846, -87.696017659)"
11360695,JB324089,6/26/2018 18:45,028XX W FLOURNOY ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,1135,11,2,27,18,1157514,1896906,2018,07-03-2018 15:55,41.87287028,-87.69716064,"(41.872870279, -87.697160636)"
11360709,JB323716,6/26/2018 15:35,071XX S SEELEY AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,735,7,17,67,15,1163930,1857216,2018,07-03-2018 15:55,41.76382351,-87.67472144,"(41.763823511, -87.674721435)"
11360714,JB323361,6/26/2018 11:44,073XX S VERNON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,323,3,6,69,15,1180514,1856541,2018,07-03-2018 15:55,41.76160672,-87.61395837,"(41.761606716, -87.61395837)"
11360722,JB324078,6/26/2018 18:50,083XX S STEWART AVE,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,TRUE,FALSE,622,6,21,44,6,1175078,1849610,2018,07-03-2018 15:55,41.74271022,-87.63408818,"(41.742710224, -87.634088181)"
11360723,JB323998,6/26/2018 18:30,030XX W 26TH ST,860,THEFT,RETAIL THEFT,DRUG STORE,TRUE,FALSE,1033,10,12,30,6,1156324,1886588,2018,07-03-2018 15:55,41.84458068,-87.70180834,"(41.844580682, -87.701808336)"
11360725,JB324094,6/26/2018 19:50,056XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,231,2,20,40,08B,1178118,1867705,2018,07-03-2018 15:55,41.79229654,-87.62240161,"(41.792296538, -87.622401614)"
11360730,JB323803,6/26/2018 15:54,051XX S FAIRFIELD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,TRUE,TRUE,923,9,14,63,26,1158909,1870501,2018,07-03-2018 15:55,41.80038345,-87.6927619,"(41.800383447, -87.6927619)"
11360732,JB324108,6/26/2018 20:10,003XX W 35TH ST,460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,915,9,11,34,08B,1174431,1881739,2018,07-03-2018 15:55,41.83089004,-87.63550334,"(41.830890037, -87.635503335)"
11360733,JB324029,6/26/2018 18:50,046XX W IRVING PARK RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1722,17,45,15,6,1144295,1926174,2018,07-03-2018 15:55,41.95344334,-87.74495705,"(41.953443342, -87.744957048)"
11360735,JB324126,6/26/2018 20:15,070XX S JEFFERY BLVD,2025,NARCOTICS,POSS: HALLUCINOGENS,SIDEWALK,TRUE,FALSE,332,3,5,43,18,1190768,1858477,2018,07-03-2018 15:55,41.7666778,-87.57631458,"(41.766677799, -87.576314575)"
11360737,JB323777,6/26/2018 16:32,053XX S PULASKI RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,815,8,23,62,6,1150608,1868922,2018,07-03-2018 15:55,41.79621616,-87.72324567,"(41.796216157, -87.723245665)"
11360738,JB324133,6/26/2018 19:43,046XX S HONORE ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,TRUE,FALSE,924,9,20,61,18,1164796,1873923,2018,07-03-2018 15:55,41.8096514,-87.67107568,"(41.809651402, -87.671075676)"
11360740,JB323942,6/26/2018 17:58,026XX N ELSTON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1432,14,1,22,6,1160867,1917657,2018,07-03-2018 15:55,41.92974382,-87.68427378,"(41.929743818, -87.684273777)"
11360746,JB324147,6/26/2018 20:25,018XX S KOSTNER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,TRUE,FALSE,1012,10,24,29,18,1147353,1890506,2018,07-03-2018 15:55,41.85550849,-87.73463058,"(41.855508486, -87.734630578)"
11360751,JB324188,6/26/2018 20:50,012XX S INDEPENDENCE BLVD,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,1011,10,24,29,18,1151445,1894268,2018,07-03-2018 15:55,41.86575258,-87.71951216,"(41.865752579, -87.719512158)"
11360757,JB324151,6/26/2018 20:28,007XX N AVERS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1112,11,27,23,18,1150588,1904729,2018,07-03-2018 15:55,41.89447548,-87.7223849,"(41.894475481, -87.7223849)"
11360774,JB324175,6/26/2018 21:10,011XX W GRANVILLE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2433,24,48,77,08B,1167497,1941331,2018,07-03-2018 15:55,41.99456583,-87.65922602,"(41.994565827, -87.659226017)"
11360778,JB323845,6/26/2018 16:41,046XX W DIVERSEY AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,2521,25,31,20,6,1144951,1918212,2018,07-03-2018 15:55,41.93158252,-87.74274717,"(41.931582515, -87.742747165)"
11360795,JB324178,6/26/2018 20:47,074XX S HALSTED ST,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,TRUE,FALSE,733,7,17,68,18,1172263,1855249,2018,07-03-2018 15:55,41.75824668,-87.6442369,"(41.758246675, -87.644236897)"
11360800,JB324170,6/26/2018 20:45,001XX N PULASKI RD,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1114,11,28,26,18,1149705,1900563,2018,07-03-2018 15:55,41.88306074,-87.72573627,"(41.883060739, -87.725736265)"
11360803,JB324081,6/26/2018 18:52,033XX S LEAVITT ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,912,9,12,59,15,1162231,1882463,2018,07-03-2018 15:55,41.83314,-87.68024563,"(41.833140002, -87.680245625)"
11360807,JB324115,6/26/2018 19:48,024XX S HARDING AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,TRUE,FALSE,1013,10,22,30,18,1150432,1887526,2018,07-03-2018 15:55,41.84727153,-87.72340679,"(41.847271529, -87.723406785)"
11360809,JB324215,6/26/2018 21:59,026XX N WESTERN AVE,560,ASSAULT,SIMPLE,RESTAURANT,TRUE,FALSE,1411,14,1,22,08A,1159898,1917783,2018,07-03-2018 15:55,41.93010964,-87.6878311,"(41.930109644, -87.687831103)"
11360813,JB324137,6/26/2018 20:15,046XX W IRVING PARK RD,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1722,17,45,15,6,1144677,1926187,2018,07-03-2018 15:55,41.95347181,-87.74355244,"(41.95347181, -87.743552438)"
11360815,JB324191,6/26/2018 21:03,008XX S KARLOV AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,TRUE,FALSE,1132,11,24,26,18,1149180,1896002,2018,07-03-2018 15:55,41.87055502,-87.72778227,"(41.87055502, -87.727782272)"
11360820,JB324231,6/26/2018 22:04,074XX S UNION AVE,5112,OTHER OFFENSE,GUN OFFENDER: DUTY TO REPORT CHANGE OF INFORMATION,STREET,TRUE,FALSE,732,7,17,68,26,1172917,1855661,2018,07-03-2018 15:55,41.75936285,-87.64182792,"(41.759362853, -87.641827917)"
11360822,JB324155,6/26/2018 20:26,003XX N LATROBE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1523,15,28,25,15,1141321,1901613,2018,07-03-2018 15:55,41.88610083,-87.7564972,"(41.88610083, -87.756497196)"
